,Game ID,Team,Team ID,Result,Final Score,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,Penalties,Penalty Yards,turnovers,fumblesLost,interceptions,possessionTime
1,401426532,Western KY,98,winner,38,19.0,0.35714285714285715,1.0,383.0,276.0,0.5757575757575758,8.4,107.0,32.0,3.3,8,86,1.0,0.0,1.0,27:31
3,401426532,Western KY,98,winner,38,19.0,0.35714285714285715,1.0,383.0,276.0,0.5757575757575758,8.4,107.0,32.0,3.3,8,86,1.0,0.0,1.0,27:31
5,401426532,Western KY,98,winner,38,19.0,0.35714285714285715,1.0,383.0,276.0,0.5757575757575758,8.4,107.0,32.0,3.3,8,86,1.0,0.0,1.0,27:31
7,401426532,Western KY,98,winner,38,19.0,0.35714285714285715,1.0,383.0,276.0,0.5757575757575758,8.4,107.0,32.0,3.3,8,86,1.0,0.0,1.0,27:31
9,401426532,Western KY,98,winner,38,19.0,0.35714285714285715,1.0,383.0,276.0,0.5757575757575758,8.4,107.0,32.0,3.3,8,86,1.0,0.0,1.0,27:31
11,401426532,Western KY,98,winner,38,19.0,0.35714285714285715,1.0,383.0,276.0,0.5757575757575758,8.4,107.0,32.0,3.3,8,86,1.0,0.0,1.0,27:31
13,401426532,Western KY,98,winner,38,19.0,0.35714285714285715,1.0,383.0,276.0,0.5757575757575758,8.4,107.0,32.0,3.3,8,86,1.0,0.0,1.0,27:31
15,401426532,Western KY,98,winner,38,19.0,0.35714285714285715,1.0,383.0,276.0,0.5757575757575758,8.4,107.0,32.0,3.3,8,86,1.0,0.0,1.0,27:31
17,401426532,Western KY,98,winner,38,19.0,0.35714285714285715,1.0,383.0,276.0,0.5757575757575758,8.4,107.0,32.0,3.3,8,86,1.0,0.0,1.0,27:31
19,401426532,Western KY,98,winner,38,19.0,0.35714285714285715,1.0,383.0,276.0,0.5757575757575758,8.4,107.0,32.0,3.3,8,86,1.0,0.0,1.0,27:31
21,401426532,Western KY,98,winner,38,19.0,0.35714285714285715,1.0,383.0,276.0,0.5757575757575758,8.4,107.0,32.0,3.3,8,86,1.0,0.0,1.0,27:31
23,401426532,Western KY,98,winner,38,19.0,0.35714285714285715,1.0,383.0,276.0,0.5757575757575758,8.4,107.0,32.0,3.3,8,86,1.0,0.0,1.0,27:31
