,id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes
0,401635525,2024,1,regular,2024-08-24T16:00:00.000Z,False,True,True,True,,3504,Aviva Stadium,59,Georgia Tech,fbs,ACC,24.0,"[7, 7, 0, 10]",0.9913955304658811,1497,1513.0,52,Florida State,fbs,ACC,21.0,"[8, 6, 0, 7]",0.008604469534118864,1692.0,1676.0,7.822223962,,Aer Lingus College Football Classic
1,401643697,2024,1,regular,2024-08-24T20:00:00.000Z,False,True,False,False,,3971,University Stadium (NM),167,New Mexico,fbs,Mountain West,31.0,"[10, 14, 7, 0]",0.30110066648514766,1234,1234.0,147,Montana State,fcs,Big Sky,35.0,"[0, 14, 0, 21]",0.6988993335148523,,,4.9273181699,,
2,401643696,2024,1,regular,2024-08-25T00:00:00.000Z,False,True,False,False,,3816,Mackay Stadium,2440,Nevada,fbs,Mountain West,24.0,"[7, 10, 7, 0]",0.1027094743544201,1222,1243.0,2567,SMU,fbs,ACC,29.0,"[0, 10, 3, 16]",0.8972905256455799,1690.0,1669.0,7.6714922497,,
3,401643858,2024,1,regular,2024-08-25T03:59:00.000Z,False,True,False,False,,7220,Clarence T.C. Ching Athletics Complex,62,Hawai'i,fbs,Mountain West,35.0,"[14, 0, 7, 14]",0.9564689570884497,1227,1227.0,2169,Delaware State,fcs,MEAC,14.0,"[0, 7, 7, 0]",0.0435310429115503,,,5.224356278,,
4,401628458,2024,1,regular,2024-08-29T22:00:00.000Z,False,True,False,False,,6577,SHI Stadium,164,Rutgers,fbs,Big Ten,44.0,"[7, 10, 14, 13]",0.9969831120621432,1460,1460.0,47,Howard,fcs,MEAC,7.0,"[0, 7, 0, 0]",0.003016887937856816,,,4.6819518771,,
5,401628581,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,3630,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,45.0,"[7, 10, 21, 7]",0.9025691144714703,1431,1431.0,2448,North Carolina A&T,fcs,CAA,13.0,"[7, 3, 0, 3]",0.09743088552852974,,,4.0055730674,,
6,401644727,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,3965,UB Stadium,2084,Buffalo,fbs,Mid-American,30.0,"[13, 3, 7, 7]",0.9963644776637445,1357,1357.0,322,Lafayette,fcs,Patriot,13.0,"[0, 0, 6, 7]",0.0036355223362555256,,,4.5184667445,,
7,401634299,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,3670,Carter-Finley Stadium,152,NC State,fbs,ACC,38.0,"[7, 7, 3, 21]",0.9918432913255499,1606,1606.0,2717,Western Carolina,fcs,Southern,21.0,"[14, 0, 7, 0]",0.008156708674450064,,,7.4610249317,,
8,401644729,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,3700,Doyt L. Perry Stadium,189,Bowling Green,fbs,Mid-American,41.0,"[20, 7, 7, 7]",0.9928386384421355,1431,1431.0,2230,Fordham,fcs,Patriot,17.0,"[0, 3, 7, 7]",0.0071613615578645096,,,2.6308489164,,
9,401644730,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,3786,Kelly/Shorts Stadium,2117,Central Michigan,fbs,Mid-American,66.0,"[14, 28, 24, 0]",0.990740332770375,1333,1333.0,2115,Central Connecticut,fcs,NEC,10.0,"[7, 0, 3, 0]",0.009259667229625013,,,3.5315915573,,
10,401628582,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,3652,FBC Mortgage Stadium,2116,UCF,fbs,Big 12,57.0,"[6, 23, 28, 0]",0.9984304429832914,1578,1578.0,160,New Hampshire,fcs,CAA,3.0,"[0, 3, 0, 0]",0.0015695570167085782,,,3.4992540194,,
11,401636387,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,3817,Malone Stadium,2433,UL Monroe,fbs,Sun Belt,30.0,"[7, 7, 7, 9]",0.9698949195350997,1156,1156.0,2296,Jackson State,fcs,SWAC,14.0,"[0, 7, 7, 0]",0.030105080464900347,,,6.4645770987,,
12,401628320,2024,1,regular,2024-08-29T23:30:00.000Z,False,True,True,False,,3983,War Memorial Stadium (AR),8,Arkansas,fbs,SEC,70.0,"[28, 21, 7, 14]",0.9989700310726486,1454,1454.0,2029,Arkansas-Pine Bluff,fcs,SWAC,0.0,"[0, 0, 0, 0]",0.00102996892735141,,,2.5735528941,,
13,401644728,2024,1,regular,2024-08-29T23:30:00.000Z,False,True,False,False,,3739,Glass Bowl,2649,Toledo,fbs,Mid-American,49.0,"[21, 7, 14, 7]",0.9854090128176071,1526,1526.0,2184,Duquesne,fcs,NEC,10.0,"[7, 3, 0, 0]",0.014590987182392934,,,3.6042805247,,
14,401640998,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,,3662,AmFirst Stadium,55,Jacksonville State,fbs,Conference USA,27.0,"[3, 7, 0, 17]",0.006210418812854204,1538,1449.0,324,Coastal Carolina,fbs,Sun Belt,55.0,"[17, 14, 10, 14]",0.9937895811871458,1448.0,1537.0,2.3532792649,,
