,Game ID,Team,Team ID,Result,Final Score,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,Penalties,Penalty Yards,turnovers,fumblesLost,interceptions,possessionTime
1,401013357,UMass,113,winner,63,24.0,0.5384615384615384,0.0,572.0,290.0,0.6785714285714286,10.4,282.0,39.0,7.2,4,30,1.0,1.0,0.0,26:40
3,401014972,Rice,242,winner,31,22.0,0.2857142857142857,1.0,397.0,87.0,0.5,3.6,310.0,50.0,6.2,7,54,0.0,0.0,0.0,39:39
4,401022510,Hawai'i,62,winner,43,30.0,0.3333333333333333,1.0,617.0,418.0,0.7027027027027027,11.3,199.0,36.0,5.5,10,65,1.0,1.0,0.0,34:43
6,401013437,Wyoming,2751,winner,29,22.0,0.4444444444444444,0.0,449.0,137.0,0.5909090909090909,6.2,312.0,57.0,5.5,4,60,0.0,0.0,0.0,40:41
8,401019470,UCF,2116,winner,56,31.0,0.8181818181818182,1.0,652.0,356.0,0.7647058823529411,10.5,296.0,36.0,8.2,3,27,0.0,0.0,0.0,21:52
11,401013328,Minnesota,135,winner,48,23.0,0.35714285714285715,1.0,522.0,227.0,0.5,6.7,295.0,47.0,6.3,9,92,1.0,1.0,0.0,34:34
13,401020671,Ball State,2050,winner,42,31.0,0.6875,0.0,652.0,336.0,0.7777777777777778,9.3,316.0,48.0,6.6,6,70,1.0,1.0,0.0,29:22
15,401021651,Georgia State,2247,winner,24,21.0,0.5,0.0,315.0,187.0,0.7142857142857143,6.7,128.0,38.0,3.4,3,33,1.0,1.0,0.0,27:23
17,401012675,Utah,254,winner,41,25.0,0.35714285714285715,0.6666666666666666,587.0,319.0,0.6428571428571429,7.6,268.0,35.0,7.7,4,20,4.0,3.0,1.0,33:12
18,401013342,Northwestern,77,winner,31,22.0,0.3333333333333333,0.5,401.0,235.0,0.6216216216216216,6.4,166.0,42.0,4.0,6,56,0.0,0.0,0.0,33:11
20,401013086,Wake Forest,154,winner,23,32.0,0.5263157894736842,0.0,532.0,378.0,0.6078431372549019,7.4,154.0,43.0,3.6,6,70,3.0,1.0,2.0,25:05
23,401013489,Oklahoma State,197,winner,58,33.0,0.6111111111111112,0.6666666666666666,732.0,301.0,0.6842105263157895,7.9,431.0,54.0,8.0,7,55,2.0,1.0,1.0,29:36
25,401014979,UAB,5,winner,52,35.0,0.6666666666666666,0.0,548.0,263.0,0.7931034482758621,9.1,285.0,54.0,5.3,4,55,2.0,1.0,1.0,37:01
27,401021655,UL Monroe,2433,winner,34,31.0,0.5789473684210527,0.5,554.0,346.0,0.660377358490566,6.5,208.0,43.0,4.8,10,75,2.0,1.0,1.0,35:49
29,401012258,Texas A&M,245,winner,59,40.0,0.7272727272727273,0.0,758.0,255.0,0.6571428571428571,7.3,503.0,61.0,8.2,8,95,1.0,1.0,0.0,41:03
30,401022511,UC Davis,302,winner,44,31.0,0.3333333333333333,0.0,589.0,446.0,0.6491228070175439,7.8,143.0,34.0,4.2,11,79,1.0,0.0,1.0,31:13
32,401020673,Syracuse,183,winner,55,26.0,0.4117647058823529,0.6666666666666666,560.0,226.0,0.4230769230769231,8.7,334.0,62.0,5.4,5,45,1.0,1.0,0.0,33:53
35,401020672,E Michigan,2199,winner,51,27.0,0.6363636363636364,0.0,473.0,302.0,0.8148148148148148,11.2,171.0,39.0,4.4,7,65,0.0,0.0,0.0,30:15
37,401012880,Mich. St.,127,winner,38,23.0,0.6470588235294118,0.0,452.0,287.0,0.696969696969697,8.7,165.0,42.0,3.9,9,62,2.0,1.0,1.0,37:44
39,401013089,Duke,150,winner,34,19.0,0.2222222222222222,1.0,381.0,197.0,0.7647058823529411,11.6,184.0,35.0,5.3,4,30,1.0,1.0,0.0,23:54
41,401022512,Stanford,24,winner,31,19.0,0.4666666666666667,0.0,382.0,332.0,0.6774193548387096,10.7,50.0,28.0,1.8,3,20,1.0,0.0,1.0,31:10
43,401013354,Wisconsin,275,winner,34,24.0,0.5384615384615384,0.0,491.0,257.0,0.5483870967741935,8.3,234.0,39.0,6.0,8,70,1.0,1.0,0.0,34:03
45,401022517,Nevada,2440,winner,72,25.0,0.4444444444444444,0.0,636.0,420.0,0.6428571428571429,15.0,216.0,35.0,6.2,9,106,1.0,0.0,1.0,24:32
46,401012680,Colorado,38,winner,45,23.0,0.4444444444444444,0.0,596.0,338.0,0.88,13.5,258.0,40.0,6.5,6,44,2.0,1.0,1.0,26:33
49,401013065,Oklahoma,201,winner,63,25.0,0.6,0.0,650.0,334.0,0.8260869565217391,14.5,316.0,39.0,8.1,6,70,0.0,0.0,0.0,29:15
50,401019473,Villanova,222,winner,19,26.0,0.5,1.0,405.0,254.0,0.725,6.4,151.0,37.0,4.1,9,82,1.0,0.0,1.0,38:39
53,401012804,Illinois,356,winner,31,22.0,0.4666666666666667,0.0,469.0,190.0,0.5416666666666666,7.9,279.0,49.0,5.7,3,25,1.0,1.0,0.0,27:57
55,401012872,Maryland,120,winner,34,21.0,0.3333333333333333,0.5,407.0,264.0,0.6176470588235294,7.8,143.0,46.0,3.1,7,44,0.0,0.0,0.0,32:46
57,401013091,NC State,152,winner,24,25.0,0.6875,1.0,392.0,309.0,0.6744186046511628,7.2,83.0,29.0,2.9,5,50,1.0,1.0,0.0,28:18
