,Unnamed: 0,id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,pointsDifference,closeGame
1,1,401405059,2022,1,regular,2022-08-27T16:30:00.000Z,False,True,True,True,,3504,Aviva Stadium,77,Northwestern,fbs,Big Ten,31,"[3, 14, 7, 7]",0.5475434597351944,1361.0,1381.0,158,Nebraska,fbs,Big Ten,28,"[7, 7, 14, 0]",0.4524565402648056,1636.0,1616.0,8.3493556676,,,3,True
11,11,401416568,2022,1,regular,2022-09-01T22:00:00.000Z,False,True,False,False,8752.0,3768,InfoCision Stadium,2006,Akron,fbs,Mid-American,30,"[3, 7, 7, 6, 7]",0.1525386772554026,1096.0,1096.0,2598,St. Francis (PA),fcs,NEC,23,"[3, 10, 3, 7, 0]",0.8474613227445974,,,12.0273396679,,,7,True
12,12,401411092,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,70622.0,3752,Acrisure Stadium,221,Pittsburgh,fbs,ACC,38,"[3, 7, 14, 14]",0.9865973304508046,1667.0,1667.0,277,West Virginia,fbs,Big 12,31,"[0, 10, 7, 14]",0.0134026695491954,1490.0,1490.0,9.9132290774,,,7,True
13,13,401426533,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,218,FIU Stadium,2229,Florida International,fbs,Conference USA,38,"[0, 6, 0, 24, 8]",0.4071406938200985,1080.0,1080.0,2803,Bryant,fcs,Big South,37,"[9, 7, 0, 14, 7]",0.5928593061799015,,,12.8939729771,,,1,True
19,19,401416592,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,False,10864.0,3764,Huskie Stadium,2459,Northern Illinois,fbs,Mid-American,34,"[7, 14, 7, 6]",0.4425623159458263,1376.0,1376.0,2197,Eastern Illinois,fcs,OVC,27,"[3, 3, 7, 14]",0.5574376840541737,,,1.4468880733,,,7,True
20,20,401405064,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,True,,3907,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,31,"[3, 7, 14, 7]",0.4850605145834383,1635.0,1631.0,213,Penn State,fbs,Big Ten,35,"[0, 21, 0, 14]",0.5149394854165616,1670.0,1674.0,9.5688027282,,,-4,True
25,25,401415213,2022,1,regular,2022-09-02T02:30:00.000Z,False,True,False,False,16291.0,3935,CEFCU Stadium,23,San José State,fbs,Mountain West,21,"[7, 7, 0, 7]",0.0090261241690734,1338.0,1338.0,2502,Portland State,fcs,Big Sky,17,"[7, 0, 3, 7]",0.9909738758309266,,,5.4525229031,,,4,True
27,27,401426330,2022,1,regular,2022-09-02T23:00:00.000Z,False,True,False,False,21944.0,3918,S.B. Ballard Stadium,295,Old Dominion,fbs,Sun Belt,20,"[0, 10, 0, 10]",0.006236711524411,1390.0,1391.0,259,Virginia Tech,fbs,ACC,17,"[7, 0, 10, 0]",0.993763288475589,1412.0,1411.0,9.2340782584,,,3,True
30,30,401416590,2022,1,regular,2022-09-02T23:00:00.000Z,False,True,False,False,16531.0,3912,Rynearson Stadium,2199,Eastern Michigan,fbs,Mid-American,42,"[0, 14, 14, 14]",0.6539861626803786,1380.0,1380.0,2198,Eastern Kentucky,fcs,Atlantic Sun,34,"[0, 10, 7, 17]",0.3460138373196214,,,6.3483908778,,,8,True
32,32,401405061,2022,1,regular,2022-09-03T00:00:00.000Z,False,True,False,True,44357.0,3830,"Memorial Stadium (Bloomington, IN)",84,Indiana,fbs,Big Ten,23,"[3, 13, 0, 7]",0.1033768905622222,1330.0,1335.0,356,Illinois,fbs,Big Ten,20,"[7, 3, 7, 3]",0.8966231094377778,1584.0,1579.0,10.0629165175,,,3,True
35,35,401411095,2022,1,regular,2022-09-03T16:00:00.000Z,False,True,False,False,40168.0,3792,Kidd Brewer Stadium,2026,App State,fbs,Sun Belt,61,"[14, 7, 0, 40]",0.287292522379776,1656.0,1648.0,153,North Carolina,fbs,ACC,63,"[7, 21, 13, 22]",0.712707477620224,1555.0,1563.0,4.6030352395,,,-2,True
