,Game ID,Team,Team ID,Result,Final Score,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,Penalties,Penalty Yards,turnovers,fumblesLost,interceptions,possessionTime
1,401635525,Georgia Tech,59,winner,24,18.0,0.5555555555555556,0.0,336.0,146.0,0.6875,9.1,190.0,36.0,5.3,3,35,0.0,0.0,0.0,29:21
2,401643697,Montana St,147,winner,35,27.0,0.5,0.0,567.0,205.0,0.65625,6.4,362.0,47.0,7.7,6,72,2.0,2.0,0.0,34:40
4,401643696,SMU,2567,winner,29,22.0,0.4166666666666667,0.0,408.0,308.0,0.6,8.8,100.0,34.0,2.9,11,125,1.0,0.0,1.0,23:43
6,401628448,North Carolina,153,winner,19,18.0,0.5,0.0,252.0,105.0,0.6086956521739131,4.6,147.0,41.0,3.6,3,45,1.0,0.0,1.0,30:31
9,401634206,Colorado,38,winner,31,22.0,0.6363636363636364,0.0,504.0,445.0,0.7647058823529411,13.1,59.0,23.0,2.6,3,30,1.0,0.0,1.0,23:16
11,401628453,Michigan St,127,winner,16,15.0,0.23076923076923078,0.5,293.0,114.0,0.4166666666666667,4.8,179.0,37.0,4.8,12,140,3.0,1.0,2.0,30:41
12,401634300,TCU,2628,winner,34,24.0,0.5333333333333333,0.0,457.0,353.0,0.6666666666666666,8.4,104.0,34.0,3.1,7,100,2.0,2.0,0.0,30:15
15,401628333,Vanderbilt,238,winner,34,20.0,0.4166666666666667,1.0,371.0,190.0,0.75,11.9,181.0,48.0,3.8,6,65,0.0,0.0,0.0,34:32
17,401644683,Northwestern,77,winner,13,20.0,0.45454545454545453,0.0,328.0,178.0,0.6,5.9,150.0,31.0,4.8,4,35,2.0,2.0,0.0,31:22
19,401628329,South Carolina,2579,winner,23,18.0,0.2777777777777778,1.0,288.0,114.0,0.43478260869565216,5.0,174.0,56.0,3.1,5,33,1.0,1.0,0.0,35:46
21,401641023,MTSU,2393,winner,32,20.0,0.5294117647058824,0.75,328.0,210.0,0.5714285714285714,6.0,118.0,33.0,3.6,8,81,1.0,0.0,1.0,32:51
23,401632064,Arkansas St,2032,winner,34,24.0,0.5,0.5,457.0,317.0,0.5106382978723404,6.7,140.0,43.0,3.3,5,63,2.0,1.0,1.0,32:37
24,401643701,Nevada,2440,winner,28,16.0,0.5833333333333334,0.0,393.0,179.0,0.8571428571428571,8.5,214.0,34.0,6.3,4,45,0.0,0.0,0.0,29:35
26,401628459,UCLA,26,winner,16,19.0,0.3076923076923077,0.0,343.0,272.0,0.5,7.2,71.0,20.0,3.6,6,60,2.0,0.0,2.0,27:34
29,401636613,Texas Tech,2641,winner,52,27.0,0.5333333333333333,0.3333333333333333,539.0,378.0,0.7142857142857143,9.0,161.0,32.0,5.0,11,78,0.0,0.0,0.0,26:07
31,401643776,Texas St,326,winner,34,30.0,0.5384615384615384,0.5,486.0,273.0,0.7,6.8,213.0,41.0,5.2,16,156,2.0,1.0,1.0,31:59
33,401641007,Louisiana Tech,2348,winner,25,16.0,0.375,0.0,386.0,277.0,0.5,8.7,109.0,41.0,2.7,7,45,5.0,2.0,3.0,31:42
35,401641032,New Mexico St,166,winner,23,20.0,0.5263157894736842,0.0,270.0,60.0,0.30434782608695654,2.6,210.0,49.0,4.3,6,40,1.0,0.0,1.0,33:36
36,401628334,USC,30,winner,27,24.0,0.3333333333333333,0.0,447.0,378.0,0.7297297297297297,10.2,69.0,23.0,3.0,6,50,0.0,0.0,0.0,27:00
38,401634765,BYU,252,winner,18,16.0,0.15384615384615385,0.6666666666666666,336.0,202.0,0.5172413793103449,7.0,134.0,35.0,3.8,5,45,3.0,1.0,2.0,30:53
40,401635533,Duke,150,winner,26,18.0,0.26666666666666666,0.0,343.0,250.0,0.625,6.3,93.0,30.0,3.1,9,80,2.0,1.0,1.0,28:47
43,401635534,Syracuse,183,winner,31,27.0,0.5882352941176471,1.0,515.0,381.0,0.6956521739130435,8.3,134.0,32.0,4.2,5,45,0.0,0.0,0.0,36:52
44,401636616,Kansas St,2306,winner,34,19.0,0.2,1.0,396.0,181.0,0.6521739130434783,7.9,215.0,33.0,6.5,8,65,0.0,0.0,0.0,26:49
47,401628336,Oklahoma St,197,winner,39,21.0,0.3125,0.5,385.0,326.0,0.5625,6.8,59.0,26.0,2.3,6,60,1.0,0.0,1.0,23:46
48,401635538,Pitt,221,winner,28,24.0,0.36363636363636365,0.5,498.0,302.0,0.5714285714285714,8.6,196.0,33.0,5.9,5,50,1.0,0.0,1.0,23:35
51,401628470,Penn State,213,winner,34,21.0,0.2222222222222222,1.0,438.0,204.0,0.65,10.2,234.0,37.0,6.3,7,76,1.0,0.0,1.0,28:00
53,401634181,Ball State,2050,winner,42,25.0,0.631578947368421,0.3333333333333333,435.0,262.0,0.717948717948718,6.7,173.0,41.0,4.2,7,52,1.0,0.0,1.0,38:30
54,401644732,St Francis PA,2598,winner,23,16.0,0.35294117647058826,0.0,402.0,195.0,0.5,8.9,207.0,47.0,4.4,8,75,1.0,1.0,0.0,34:24
56,401628337,California,25,winner,21,18.0,0.5263157894736842,0.0,332.0,233.0,0.6944444444444444,6.5,99.0,34.0,2.9,11,77,0.0,0.0,0.0,35:16
58,401628464,Iowa State,66,winner,20,15.0,0.14285714285714285,0.0,361.0,272.0,0.6388888888888888,7.6,89.0,28.0,3.2,7,36,1.0,0.0,1.0,30:10
60,401628465,Michigan St,127,winner,27,26.0,0.5714285714285714,0.0,484.0,363.0,0.631578947368421,9.6,121.0,31.0,3.9,10,100,3.0,1.0,2.0,27:31
62,401628977,N Illinois,2459,winner,16,16.0,0.375,0.5,388.0,198.0,0.5,9.9,190.0,45.0,4.2,3,35,0.0,0.0,0.0,34:38
64,401643710,Idaho,70,winner,17,14.0,0.07692307692307693,0.5,225.0,101.0,0.5714285714285714,4.8,124.0,39.0,3.2,11,73,0.0,0.0,0.0,31:20
66,401643778,East Carolina,151,winner,20,26.0,0.5454545454545454,0.0,466.0,283.0,0.6578947368421053,7.4,183.0,51.0,3.6,10,70,4.0,0.0,4.0,32:47
69,401643777,James Madison,256,winner,13,15.0,0.25,0.0,285.0,135.0,0.6363636363636364,6.1,150.0,37.0,4.1,6,46,0.0,0.0,0.0,26:02
71,401643781,Ohio,195,winner,27,20.0,0.4,1.0,404.0,204.0,0.7142857142857143,7.3,200.0,40.0,5.0,8,85,1.0,1.0,0.0,32:17
73,401632459,Georgia St,2247,winner,24,22.0,0.4375,0.0,391.0,238.0,0.6842105263157895,6.3,153.0,35.0,4.4,5,45,1.0,1.0,0.0,33:37
75,401628462,Illinois,356,winner,23,14.0,0.4,1.0,271.0,192.0,0.64,7.7,79.0,34.0,2.3,2,20,1.0,1.0,0.0,30:38
77,401643779,Arkansas St,2032,winner,28,24.0,0.47058823529411764,0.0,396.0,255.0,0.65625,8.0,141.0,43.0,3.3,8,74,2.0,1.0,1.0,34:23
78,401643708,GA Southern,290,winner,20,20.0,0.2,0.0,285.0,243.0,0.6216216216216216,6.6,42.0,19.0,2.2,10,100,0.0,0.0,0.0,22:39
80,401635639,Virginia,258,winner,31,23.0,0.21428571428571427,1.0,430.0,357.0,0.7674418604651163,8.3,73.0,28.0,2.6,5,50,2.0,0.0,2.0,27:50
83,401628345,Oklahoma,201,winner,16,15.0,0.2857142857142857,0.0,249.0,174.0,0.59375,5.4,75.0,29.0,2.6,5,67,1.0,0.0,1.0,24:57
84,401632072,Southern Utah,253,winner,27,21.0,0.5333333333333333,0.0,383.0,115.0,0.6111111111111112,6.4,268.0,47.0,5.7,9,80,0.0,0.0,0.0,31:24
87,401628469,Oregon,2483,winner,37,16.0,0.3333333333333333,0.0,352.0,243.0,0.8571428571428571,11.6,109.0,36.0,3.0,9,74,2.0,2.0,0.0,29:23
88,401640989,Liberty,2335,winner,30,18.0,0.09090909090909091,0.5,473.0,256.0,0.5517241379310345,8.8,217.0,35.0,6.2,11,122,0.0,0.0,0.0,28:56
91,401628343,Arizona St,9,winner,30,26.0,0.3333333333333333,1.0,415.0,69.0,0.5,3.5,346.0,57.0,6.1,9,85,0.0,0.0,0.0,40:13
92,401636867,Arizona St,9,winner,31,20.0,0.4375,0.5,347.0,246.0,0.6333333333333333,8.2,101.0,42.0,2.4,8,34,1.0,0.0,1.0,30:16
94,401636863,UNLV,2439,winner,23,17.0,0.15384615384615385,1.0,267.0,86.0,0.3888888888888889,4.8,181.0,47.0,3.9,3,25,0.0,0.0,0.0,31:06
96,401628359,LSU,99,winner,36,26.0,0.42857142857142855,0.0,417.0,285.0,0.6,7.1,132.0,32.0,4.1,9,75,2.0,1.0,1.0,32:57
98,401635542,Memphis,235,winner,20,19.0,0.4117647058823529,0.6666666666666666,337.0,272.0,0.6410256410256411,7.0,65.0,32.0,2.0,5,35,1.0,0.0,1.0,36:21
101,401628357,Missouri,142,winner,27,22.0,0.5789473684210527,1.0,440.0,264.0,0.7,8.8,176.0,43.0,4.1,8,91,0.0,0.0,0.0,35:46
102,401643786,Coastal Car,324,winner,28,19.0,0.5384615384615384,0.0,287.0,103.0,0.7142857142857143,4.9,184.0,42.0,4.4,4,25,0.0,0.0,0.0,29:41
104,401628484,Washington St,265,winner,24,25.0,0.46153846153846156,0.0,381.0,245.0,0.5,7.2,136.0,30.0,4.5,6,45,1.0,0.0,1.0,27:55
107,401635547,Pitt,221,winner,38,24.0,0.125,0.0,379.0,301.0,0.7,10.0,78.0,29.0,2.7,12,112,0.0,0.0,0.0,28:52
108,401643785,App State,2026,winner,21,25.0,0.42857142857142855,0.0,505.0,424.0,0.6808510638297872,9.0,81.0,36.0,2.3,5,61,3.0,1.0,2.0,39:00
111,401629030,Duke,150,winner,26,22.0,0.3333333333333333,1.0,409.0,267.0,0.6511627906976745,6.2,142.0,39.0,3.6,3,30,1.0,0.0,1.0,32:59
113,401645327,Charlotte,2429,winner,27,20.0,0.18181818181818182,0.5,349.0,336.0,0.7714285714285715,9.6,13.0,26.0,0.5,9,65,3.0,2.0,1.0,27:30
115,401640999,E Michigan,2199,winner,37,27.0,0.5263157894736842,0.3333333333333333,447.0,295.0,0.6923076923076923,7.6,152.0,52.0,2.9,11,99,0.0,0.0,0.0,38:45
117,401628362,Georgia St,2247,winner,36,25.0,0.5625,0.0,426.0,269.0,0.6341463414634146,6.6,157.0,34.0,4.6,6,56,1.0,0.0,1.0,32:47
118,401636866,UCF,2116,winner,35,30.0,0.6875,0.0,519.0,230.0,0.5909090909090909,10.5,289.0,54.0,5.4,5,45,0.0,0.0,0.0,32:54
120,401628354,Georgia,61,winner,13,12.0,0.38461538461538464,0.0,262.0,160.0,0.625,6.7,102.0,30.0,3.4,9,85,0.0,0.0,0.0,24:58
122,401634766,Stanford,24,winner,26,20.0,0.35714285714285715,1.0,351.0,178.0,0.6052631578947368,4.7,173.0,32.0,5.4,7,55,2.0,0.0,2.0,32:37
124,401628485,Illinois,356,winner,31,25.0,0.5384615384615384,0.6666666666666666,381.0,215.0,0.7777777777777778,8.0,166.0,39.0,4.3,3,20,2.0,2.0,0.0,29:39
127,401643714,Washington St,265,winner,54,31.0,0.6,0.5,627.0,390.0,0.5652173913043478,8.5,237.0,49.0,4.8,12,109,2.0,0.0,2.0,31:53
129,401636879,West Virginia,277,winner,32,23.0,0.5384615384615384,1.0,443.0,295.0,0.5,9.8,148.0,33.0,4.5,3,20,2.0,0.0,2.0,23:13
130,401643791,Tulane,2655,winner,41,18.0,0.6428571428571429,1.0,355.0,83.0,0.6470588235294118,4.9,272.0,47.0,5.8,8,91,0.0,0.0,0.0,33:57
133,401644735,C Michigan,2117,winner,37,18.0,0.3333333333333333,0.0,527.0,192.0,0.7142857142857143,9.1,335.0,33.0,10.2,3,35,1.0,1.0,0.0,23:21
134,401628494,Rutgers,164,winner,26,25.0,0.47058823529411764,0.0,422.0,269.0,0.64,10.8,153.0,52.0,2.9,4,20,1.0,1.0,0.0,39:23
137,401629042,UMass,113,winner,35,27.0,0.46153846153846156,0.5,450.0,287.0,0.6666666666666666,9.6,163.0,46.0,3.5,15,135,1.0,0.0,1.0,37:46
138,401644736,Buffalo,2084,winner,23,9.0,0.13333333333333333,1.0,184.0,107.0,0.5882352941176471,6.3,77.0,37.0,2.1,5,74,1.0,1.0,0.0,23:47
141,401628489,Michigan,130,winner,27,12.0,0.26666666666666666,1.0,322.0,32.0,0.5833333333333334,2.7,290.0,46.0,6.3,3,25,2.0,2.0,0.0,29:18
143,401636877,Texas Tech,2641,winner,30,24.0,0.42105263157894735,0.0,334.0,201.0,0.5454545454545454,4.6,133.0,39.0,3.4,9,94,0.0,0.0,0.0,34:11
144,401636876,Utah,254,winner,22,20.0,0.2777777777777778,0.8,456.0,207.0,0.5862068965517241,7.1,249.0,52.0,4.8,3,21,3.0,1.0,2.0,42:26
147,401628368,Missouri,142,winner,30,22.0,0.4117647058823529,0.0,442.0,226.0,0.6216216216216216,6.1,216.0,40.0,5.4,3,33,0.0,0.0,0.0,33:06
148,401628625,Monmouth,2405,winner,45,24.0,0.23529411764705882,0.7142857142857143,540.0,361.0,0.6862745098039216,7.1,179.0,35.0,5.1,6,46,1.0,0.0,1.0,34:24
150,401641008,Tulsa,202,winner,23,14.0,0.25,0.0,333.0,228.0,0.6666666666666666,6.3,105.0,30.0,3.5,13,110,0.0,0.0,0.0,30:00
153,401635551,Florida St,52,winner,14,17.0,0.4117647058823529,0.5,284.0,177.0,0.5925925925925926,6.6,107.0,41.0,2.6,7,72,1.0,0.0,1.0,30:41
155,401641037,Western KY,98,winner,26,16.0,0.25,1.0,313.0,242.0,0.6666666666666666,8.1,71.0,30.0,2.4,10,104,3.0,1.0,2.0,25:41
157,401628372,Texas A&M,245,winner,26,21.0,0.4,1.0,408.0,173.0,0.5517241379310345,6.0,235.0,43.0,5.5,6,43,1.0,1.0,0.0,33:34
159,401636874,Colorado,38,winner,38,24.0,0.4444444444444444,0.5,432.0,341.0,0.6097560975609756,8.3,91.0,42.0,2.2,6,45,0.0,0.0,0.0,36:08
161,401628490,Boston College,103,winner,23,16.0,0.38461538461538464,0.5,292.0,140.0,0.625,8.8,152.0,43.0,3.5,3,25,1.0,1.0,0.0,27:30
163,401634767,Miami,2390,winner,38,24.0,0.6666666666666666,1.0,508.0,343.0,0.631578947368421,9.0,165.0,32.0,5.2,6,59,3.0,1.0,2.0,33:42
165,401628501,Rutgers,164,winner,21,15.0,0.4666666666666667,0.0,299.0,115.0,0.5833333333333334,4.8,184.0,33.0,5.6,4,31,0.0,0.0,0.0,29:26
166,401636880,BYU,252,winner,34,20.0,0.3076923076923077,1.0,367.0,218.0,0.5454545454545454,6.6,149.0,36.0,4.1,4,50,2.0,0.0,2.0,31:04
169,401635564,NC State,152,winner,24,11.0,0.09090909090909091,1.0,171.0,109.0,0.65,5.5,62.0,27.0,2.3,6,46,0.0,0.0,0.0,27:19
171,401635560,Boston College,103,winner,21,19.0,0.5384615384615384,1.0,279.0,168.0,0.59375,5.3,111.0,35.0,3.2,3,23,2.0,1.0,1.0,29:20
173,401628497,Michigan,130,winner,27,15.0,0.4,1.0,241.0,86.0,0.5555555555555556,4.8,155.0,43.0,3.6,5,54,1.0,0.0,1.0,33:16
174,401628377,Kentucky,96,winner,20,22.0,0.25,1.0,336.0,243.0,0.6428571428571429,8.7,93.0,47.0,2.0,3,30,0.0,0.0,0.0,39:43
177,401641041,Sam Houston,2534,winner,40,25.0,0.38461538461538464,1.0,393.0,95.0,0.5263157894736842,5.0,298.0,57.0,5.2,6,40,1.0,1.0,0.0,34:22
178,401635659,Louisiana,309,winner,41,24.0,0.6666666666666666,0.0,466.0,257.0,0.6896551724137931,8.9,209.0,33.0,6.3,8,83,0.0,0.0,0.0,29:01
181,401629043,Miami OH,193,winner,23,19.0,0.125,0.0,349.0,181.0,0.64,7.2,168.0,36.0,4.7,9,65,1.0,0.0,1.0,29:09
183,401628980,Notre Dame,87,winner,31,11.0,0.2,0.6666666666666666,280.0,163.0,0.7391304347826086,7.1,117.0,31.0,3.8,5,45,2.0,2.0,0.0,27:56
184,401628375,Oklahoma,201,winner,27,11.0,0.18181818181818182,0.0,291.0,161.0,0.6666666666666666,10.7,130.0,32.0,4.1,10,78,0.0,0.0,0.0,24:34
187,401643794,Marshall,276,winner,27,20.0,0.4166666666666667,1.0,420.0,177.0,0.6,7.1,243.0,39.0,6.2,3,35,1.0,1.0,0.0,28:31
189,401643721,C Michigan,2117,winner,22,26.0,0.3157894736842105,1.0,452.0,298.0,0.5434782608695652,6.5,154.0,42.0,3.7,5,37,2.0,1.0,1.0,35:27
191,401628373,Texas A&M,245,winner,21,17.0,0.3076923076923077,0.0,297.0,163.0,0.5,7.4,134.0,38.0,3.5,7,63,0.0,0.0,0.0,29:21
193,401635562,Duke,150,winner,21,20.0,0.14285714285714285,0.5,394.0,209.0,0.4411764705882353,6.1,185.0,41.0,4.5,8,65,1.0,1.0,0.0,25:54
194,401643795,Old Dominion,295,winner,30,16.0,0.4,1.0,333.0,144.0,0.4444444444444444,5.3,189.0,36.0,5.3,6,48,0.0,0.0,0.0,21:44
197,401640981,FIU,2229,winner,17,21.0,0.42857142857142855,0.0,304.0,217.0,0.5625,6.8,87.0,36.0,2.4,4,25,1.0,1.0,0.0,30:48
198,401643796,UL Monroe,2433,winner,13,12.0,0.36363636363636365,1.0,247.0,135.0,0.5454545454545454,12.3,112.0,38.0,2.9,8,65,1.0,0.0,1.0,29:29
200,401645333,Charlotte,2429,winner,21,17.0,0.35714285714285715,0.0,304.0,237.0,0.5,6.6,67.0,29.0,2.3,6,66,1.0,0.0,1.0,29:59
203,401628374,Alabama,333,winner,41,21.0,0.2727272727272727,0.5,551.0,374.0,0.8181818181818182,11.3,177.0,30.0,5.9,10,90,1.0,0.0,1.0,32:34
