,Unnamed: 0,id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,pointsDifference,closeGame
276,276,401636876,2024,4,regular,2024-09-21T20:00:00.000Z,False,True,False,True,,3646,Boone Pickens Stadium,197,Oklahoma State,fbs,Big 12,19.0,"[3, 0, 0, 16]",0.0104085041934868,1595,1593.0,254,Utah,fbs,Big 12,22.0,"[0, 10, 3, 9]",0.9895914958065132,1631.0,1633.0,5.0077398301,,,-3.0,True
278,278,401628368,2024,4,regular,2024-09-21T20:15:00.000Z,False,True,False,True,,3838,Memorial Stadium,142,Missouri,fbs,SEC,30.0,"[7, 3, 10, 0, 10]",0.2725425756110188,1795,1790.0,238,Vanderbilt,fbs,SEC,27.0,"[7, 6, 7, 0, 7]",0.7274574243889811,1312.0,1317.0,9.619524509,,,3.0,True
282,282,401628625,2024,4,regular,2024-09-21T22:00:00.000Z,False,True,True,False,,2031,Pitbull Stadium,2229,Florida International,fbs,Conference USA,42.0,"[14, 14, 7, 7]",0.98836450658865,1239,1239.0,2405,Monmouth,fcs,CAA,45.0,"[7, 14, 14, 10]",0.01163549341135,,,6.3219068126,,,-3.0,True
283,283,401641008,2024,4,regular,2024-09-21T23:00:00.000Z,False,True,False,False,,3776,Joe Aillet Stadium,2348,Louisiana Tech,fbs,Conference USA,20.0,"[0, 7, 0, 13, 0]",0.2986010517417478,1247,1239.0,202,Tulsa,fbs,American Athletic,23.0,"[7, 3, 7, 3, 3]",0.7013989482582521,1185.0,1193.0,8.2645819638,,,-3.0,True
289,289,401635551,2024,4,regular,2024-09-21T23:00:00.000Z,False,True,False,True,,3697,Doak Campbell Stadium,52,Florida State,fbs,ACC,14.0,"[7, 0, 0, 7]",0.5026968974512162,1596,1599.0,25,California,fbs,ACC,9.0,"[0, 6, 3, 0]",0.4973031025487838,1540.0,1537.0,9.9143093528,,,5.0,True
290,290,401641037,2024,4,regular,2024-09-21T23:00:00.000Z,False,True,False,False,,3796,Houchens Industries-L.T. Smith Stadium,98,Western Kentucky,fbs,Conference USA,26.0,"[0, 7, 5, 14]",0.8172534749790489,1396,1409.0,2649,Toledo,fbs,Mid-American,21.0,"[0, 14, 7, 0]",0.1827465250209511,1578.0,1565.0,7.5693083783,,,5.0,True
295,295,401628372,2024,4,regular,2024-09-21T23:30:00.000Z,False,True,False,False,,3795,Kyle Field,245,Texas A&M,fbs,SEC,26.0,"[7, 6, 7, 6]",0.9745075158794132,1689,1685.0,189,Bowling Green,fbs,Mid-American,20.0,"[0, 3, 14, 3]",0.0254924841205869,1444.0,1448.0,6.5177861153,,,6.0,True
298,298,401636874,2024,4,regular,2024-09-22T00:00:00.000Z,False,True,False,True,,3726,Folsom Field,38,Colorado,fbs,Big 12,38.0,"[7, 10, 7, 7, 7]",0.3460821362347709,1349,1368.0,239,Baylor,fbs,Big 12,31.0,"[3, 21, 0, 7, 0]",0.6539178637652291,1507.0,1488.0,8.3588579146,,,7.0,True
299,299,401628490,2024,4,regular,2024-09-22T00:00:00.000Z,False,True,False,False,,3615,"Alumni Stadium (Chestnut Hill, MA)",103,Boston College,fbs,ACC,23.0,"[0, 6, 10, 7]",0.8726267346453923,1470,1472.0,127,Michigan State,fbs,Big Ten,19.0,"[3, 10, 3, 3]",0.1273732653546077,1425.0,1423.0,7.9665974973,,,4.0,True
306,306,401634767,2024,5,regular,2024-09-27T23:30:00.000Z,False,True,False,True,,3948,Hard Rock Stadium,2390,Miami,fbs,ACC,38.0,"[14, 3, 7, 14]",0.8207452615666921,1837,1834.0,259,Virginia Tech,fbs,ACC,34.0,"[7, 17, 3, 7]",0.1792547384333078,1614.0,1617.0,7.1089230036,,,4.0,True
307,307,401628501,2024,5,regular,2024-09-28T00:00:00.000Z,False,True,False,True,,6577,SHI Stadium,164,Rutgers,fbs,Big Ten,21.0,"[0, 14, 0, 7]",0.2796311771252414,1523,1527.0,264,Washington,fbs,Big Ten,18.0,"[3, 0, 7, 8]",0.7203688228747587,1766.0,1762.0,5.3588755655,,,3.0,True
308,308,401636880,2024,5,regular,2024-09-28T16:00:00.000Z,False,True,False,True,,4727,McLane Stadium,239,Baylor,fbs,Big 12,28.0,"[7, 7, 7, 7]",0.2634776024180266,1488,1485.0,252,BYU,fbs,Big 12,34.0,"[21, 10, 3, 0]",0.7365223975819735,1600.0,1603.0,4.6384675945,,,-6.0,True
310,310,401635564,2024,5,regular,2024-09-28T16:00:00.000Z,False,True,False,False,,3670,Carter-Finley Stadium,152,NC State,fbs,ACC,24.0,"[7, 10, 7, 0]",0.1891933160899354,1478,1487.0,2459,Northern Illinois,fbs,Mid-American,17.0,"[7, 7, 0, 3]",0.8108066839100645,1464.0,1455.0,6.228092864,,,7.0,True
311,311,401635560,2024,5,regular,2024-09-28T16:00:00.000Z,False,True,False,False,,3615,"Alumni Stadium (Chestnut Hill, MA)",103,Boston College,fbs,ACC,21.0,"[0, 7, 0, 14]",0.4690952053969081,1472,1471.0,98,Western Kentucky,fbs,Conference USA,20.0,"[7, 10, 3, 0]",0.5309047946030919,1409.0,1410.0,5.6916084438,,,1.0,True
312,312,401628497,2024,5,regular,2024-09-28T16:00:00.000Z,False,True,False,True,,3558,Michigan Stadium,130,Michigan,fbs,Big Ten,27.0,"[7, 14, 3, 3]",0.8368064978953907,1910,1906.0,135,Minnesota,fbs,Big Ten,24.0,"[0, 3, 0, 21]",0.1631935021046092,1502.0,1506.0,4.5968774706,,,3.0,True
317,317,401628377,2024,5,regular,2024-09-28T16:00:00.000Z,False,True,False,True,,3974,Vaught-Hemingway Stadium,145,Ole Miss,fbs,SEC,17.0,"[7, 0, 10, 0]",0.5076055341165858,1879,1861.0,96,Kentucky,fbs,SEC,20.0,"[3, 7, 3, 7]",0.4923944658834142,1668.0,1686.0,8.5683895645,,,-3.0,True
321,321,401641041,2024,5,regular,2024-09-28T19:00:00.000Z,False,True,True,False,,3891,NRG Stadium,2534,Sam Houston,fbs,Conference USA,40.0,"[0, 21, 13, 6]",0.3742548645743621,1435,1439.0,326,Texas State,fbs,Sun Belt,39.0,"[22, 10, 7, 0]",0.6257451354256378,1538.0,1534.0,6.5419499861,,,1.0,True
323,323,401635659,2024,5,regular,2024-09-28T19:30:00.000Z,False,True,False,False,,3630,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,38.0,"[3, 14, 14, 7]",0.3500751768896691,1370,1376.0,309,Louisiana,fbs,Sun Belt,41.0,"[14, 7, 10, 10]",0.649924823110331,1543.0,1537.0,6.8106814771,,,-3.0,True
325,325,401629043,2024,5,regular,2024-09-28T19:30:00.000Z,False,True,False,False,,3996,Yager Stadium,193,Miami (OH),fbs,Mid-American,23.0,"[7, 3, 7, 3, 3]",0.7346411537664426,1450,1446.0,113,Massachusetts,fbs,FBS Independents,20.0,"[7, 3, 0, 10, 0]",0.2653588462335574,1063.0,1067.0,7.1370501518,,,3.0,True
328,328,401628980,2024,5,regular,2024-09-28T19:30:00.000Z,False,True,False,False,,3855,Notre Dame Stadium,87,Notre Dame,fbs,FBS Independents,31.0,"[21, 3, 0, 7]",0.8595368472597268,2000,1994.0,97,Louisville,fbs,ACC,24.0,"[7, 7, 0, 10]",0.1404631527402732,1711.0,1717.0,7.3478032351,,,7.0,True
333,333,401628375,2024,5,regular,2024-09-28T19:30:00.000Z,False,True,False,True,,3785,Jordan-Hare Stadium,2,Auburn,fbs,SEC,21.0,"[0, 14, 0, 7]",0.4238620534280732,1537,1547.0,201,Oklahoma,fbs,SEC,27.0,"[7, 0, 3, 17]",0.5761379465719267,1837.0,1827.0,5.7449637367,,,-6.0,True
334,334,401643794,2024,5,regular,2024-09-28T19:30:00.000Z,False,True,False,False,,3775,Joan C. Edwards Stadium,276,Marshall,fbs,Sun Belt,27.0,"[7, 10, 3, 7]",0.9823881995672694,1360,1362.0,2711,Western Michigan,fbs,Mid-American,20.0,"[3, 0, 14, 3]",0.0176118004327305,1222.0,1220.0,6.6872778536,,,7.0,True
335,335,401643721,2024,5,regular,2024-09-28T19:30:00.000Z,False,True,False,False,,3786,Kelly/Shorts Stadium,2117,Central Michigan,fbs,Mid-American,22.0,"[10, 3, 6, 3]",0.1720074456896775,1174,1180.0,21,San Diego State,fbs,Mountain West,21.0,"[7, 14, 0, 0]",0.8279925543103225,1350.0,1344.0,6.3296454169,,,1.0,True
336,336,401628373,2024,5,regular,2024-09-28T19:30:00.000Z,False,True,True,True,,3687,AT&T Stadium,245,Texas A&M,fbs,SEC,21.0,"[7, 7, 0, 7]",0.3680358208885622,1685,1683.0,8,Arkansas,fbs,SEC,17.0,"[14, 0, 0, 3]",0.6319641791114378,1483.0,1485.0,9.688058168,,,4.0,True
337,337,401635562,2024,5,regular,2024-09-28T20:00:00.000Z,False,True,False,True,,3982,Wallace Wade Stadium,150,Duke,fbs,ACC,21.0,"[0, 0, 7, 14]",0.3894131779752124,1623,1621.0,153,North Carolina,fbs,ACC,20.0,"[10, 7, 3, 0]",0.6105868220247876,1519.0,1521.0,7.3809862953,,,1.0,True
340,340,401643795,2024,5,regular,2024-09-28T21:00:00.000Z,False,True,False,False,,3700,Doyt L. Perry Stadium,189,Bowling Green,fbs,Mid-American,27.0,"[7, 7, 7, 6]",0.6420936325405732,1448,1439.0,295,Old Dominion,fbs,Sun Belt,30.0,"[14, 3, 0, 13]",0.3579063674594268,1368.0,1377.0,9.1728984123,,,-3.0,True
342,342,401640981,2024,5,regular,2024-09-28T22:00:00.000Z,False,True,True,True,,2031,Pitbull Stadium,2229,Florida International,fbs,Conference USA,17.0,"[7, 0, 7, 3]",0.7814293689581259,1241,1257.0,2348,Louisiana Tech,fbs,Conference USA,10.0,"[0, 0, 10, 0]",0.2185706310418741,1239.0,1223.0,7.2473046483,,,7.0,True
346,346,401643796,2024,5,regular,2024-09-28T23:00:00.000Z,False,True,False,True,,3975,Veterans Memorial Stadium (AL),2653,Troy,fbs,Sun Belt,9.0,"[3, 3, 0, 3]",0.8422302320638168,1534,1504.0,2433,UL Monroe,fbs,Sun Belt,13.0,"[3, 0, 3, 7]",0.1577697679361832,1210.0,1240.0,5.5552324653,,,-4.0,True
348,348,401645333,2024,5,regular,2024-09-28T23:00:00.000Z,False,True,False,True,,3895,Rice Stadium,242,Rice,fbs,American Athletic,20.0,"[0, 10, 0, 10]",0.4875654085660528,1225,1219.0,2429,Charlotte,fbs,American Athletic,21.0,"[0, 0, 14, 7]",0.5124345914339472,1122.0,1128.0,8.1735271205,,,-1.0,True
349,349,401628374,2024,5,regular,2024-09-28T23:30:00.000Z,False,True,False,True,,3657,Bryant-Denny Stadium,333,Alabama,fbs,SEC,41.0,"[21, 9, 3, 8]",0.932477756510748,2046,2056.0,61,Georgia,fbs,SEC,34.0,"[0, 7, 8, 19]",0.0675222434892519,2046.0,2036.0,5.7366653406,,,7.0,True
357,357,401636884,2024,5,regular,2024-09-29T00:00:00.000Z,False,True,False,True,,3784,Jones AT&T Stadium,2641,Texas Tech,fbs,Big 12,44.0,"[10, 14, 10, 10]",0.6728453484915969,1628,1628.0,2132,Cincinnati,fbs,Big 12,41.0,"[14, 10, 3, 14]",0.327154651508403,1529.0,1529.0,6.94809489,,,3.0,True
366,366,401634779,2024,6,regular,2024-10-05T01:00:00.000Z,False,True,False,False,,6501,Allegiant Stadium,2439,UNLV,fbs,Mountain West,41.0,"[0, 21, 10, 7, 3]",0.9875073669077074,1701,1675.0,183,Syracuse,fbs,ACC,44.0,"[14, 3, 14, 7, 6]",0.0124926330922926,1378.0,1404.0,7.9048309471,,,-3.0,True
370,370,401635638,2024,6,regular,2024-10-05T16:00:00.000Z,False,True,False,True,,3670,Carter-Finley Stadium,152,NC State,fbs,ACC,30.0,"[3, 13, 7, 7]",0.686979207588141,1487,1473.0,154,Wake Forest,fbs,ACC,34.0,"[10, 7, 3, 14]",0.313020792411859,1376.0,1390.0,7.0816037197,,,-4.0,True
375,375,401635571,2024,6,regular,2024-10-05T16:00:00.000Z,False,True,False,True,,3873,L&N Federal Credit Union Stadium,97,Louisville,fbs,ACC,27.0,"[10, 3, 14, 0]",0.1225964278022615,1717,1707.0,2567,SMU,fbs,ACC,34.0,"[14, 10, 3, 7]",0.8774035721977385,1755.0,1765.0,7.163661777,,,-7.0,True
378,378,401644741,2024,6,regular,2024-10-05T18:00:00.000Z,False,True,False,True,,3919,Scheumann Stadium,2050,Ball State,fbs,Mid-American,42.0,"[14, 7, 14, 7]",0.4257831780585032,1088,1091.0,2711,Western Michigan,fbs,Mid-American,45.0,"[21, 0, 10, 14]",0.5742168219414967,1220.0,1217.0,5.4083795661,,,-3.0,True
379,379,401644740,2024,6,regular,2024-10-05T19:30:00.000Z,False,True,False,True,,3768,InfoCision Stadium,2006,Akron,fbs,Mid-American,20.0,"[10, 0, 0, 10]",0.0446293190689956,1040,1055.0,189,Bowling Green,fbs,Mid-American,27.0,"[7, 10, 0, 10]",0.9553706809310044,1439.0,1424.0,7.5400355311,,,-7.0,True
389,389,401628508,2024,6,regular,2024-10-05T20:00:00.000Z,False,True,False,True,,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,14.0,"[7, 7, 0, 0]",0.993724974384019,1591,1597.0,164,Rutgers,fbs,Big Ten,7.0,"[0, 0, 0, 7]",0.006275025615981,1527.0,1521.0,4.5514531358,,,7.0,True
391,391,401628384,2024,6,regular,2024-10-05T20:15:00.000Z,False,True,False,True,,3973,FirstBank Stadium,238,Vanderbilt,fbs,SEC,40.0,"[13, 10, 7, 10]",0.8807790275067171,1317,1359.0,333,Alabama,fbs,SEC,35.0,"[7, 7, 14, 7]",0.1192209724932829,2056.0,2014.0,7.6288286297,,,5.0,True
392,392,401643724,2024,6,regular,2024-10-05T22:30:00.000Z,False,True,False,False,,3893,Reser Stadium,204,Oregon State,fbs,Pac-12,39.0,"[0, 14, 0, 10, 7, 8]",0.5371609191611808,1619,1609.0,36,Colorado State,fbs,Mountain West,31.0,"[7, 3, 0, 14, 7, 0]",0.4628390808388192,1236.0,1246.0,9.3514269246,,,8.0,True
393,393,401643800,2024,6,regular,2024-10-05T23:00:00.000Z,False,True,False,True,,3625,Centennial Bank Stadium,2032,Arkansas State,fbs,Sun Belt,18.0,"[3, 3, 3, 9]",0.5303647221727372,1313,1317.0,6,South Alabama,fbs,Sun Belt,16.0,"[0, 3, 7, 6]",0.4696352778272628,1588.0,1584.0,7.7066051805,,,2.0,True
394,394,401643801,2024,6,regular,2024-10-05T23:00:00.000Z,False,True,False,True,,3817,Malone Stadium,2433,UL Monroe,fbs,Sun Belt,21.0,"[0, 14, 0, 7]",0.8810814130757101,1240,1247.0,256,James Madison,fbs,Sun Belt,19.0,"[10, 3, 0, 6]",0.1189185869242899,1830.0,1823.0,7.4299653764,,,2.0,True
395,395,401643798,2024,6,regular,2024-10-05T23:00:00.000Z,False,True,False,True,,3654,Brooks Stadium (SC),324,Coastal Carolina,fbs,Sun Belt,45.0,"[7, 14, 14, 10]",0.9883943887615158,1448,1456.0,295,Old Dominion,fbs,Sun Belt,37.0,"[7, 10, 7, 13]",0.0116056112384842,1377.0,1369.0,6.8407614586,,,8.0,True
400,400,401628379,2024,6,regular,2024-10-05T23:30:00.000Z,False,True,False,True,,3887,Razorback Stadium,8,Arkansas,fbs,SEC,19.0,"[3, 0, 7, 9]",0.853422504219712,1485,1513.0,2633,Tennessee,fbs,SEC,14.0,"[0, 0, 14, 0]",0.146577495780288,1975.0,1947.0,9.4409572777,,,5.0,True
401,401,401628507,2024,6,regular,2024-10-05T23:30:00.000Z,False,True,False,True,,3953,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,24.0,"[3, 7, 0, 14]",0.8824886018679423,1506,1533.0,30,USC,fbs,Big Ten,17.0,"[0, 10, 7, 0]",0.1175113981320576,1786.0,1759.0,7.2819043392,,,7.0,True
403,403,401643726,2024,6,regular,2024-10-05T23:30:00.000Z,False,True,False,True,,3935,CEFCU Stadium,23,San José State,fbs,Mountain West,35.0,"[7, 14, 7, 7]",0.4058203903025504,1601,1594.0,2440,Nevada,fbs,Mountain West,31.0,"[7, 14, 7, 3]",0.5941796096974497,1228.0,1235.0,7.2694649698,,,4.0,True
405,405,401643725,2024,6,regular,2024-10-06T00:00:00.000Z,False,True,False,True,,7311,Snapdragon Stadium,21,San Diego State,fbs,Mountain West,27.0,"[3, 14, 3, 7]",0.4864534347971009,1344,1343.0,62,Hawai'i,fbs,Mountain West,24.0,"[3, 7, 7, 7]",0.5135465652028991,1214.0,1215.0,8.0987997655,,,3.0,True
406,406,401636888,2024,6,regular,2024-10-06T00:00:00.000Z,False,True,False,True,,3947,Mountain America Stadium,9,Arizona State,fbs,Big 12,35.0,"[7, 7, 0, 21]",0.9515028850251191,1506,1511.0,2305,Kansas,fbs,Big 12,31.0,"[7, 7, 3, 14]",0.0484971149748808,1575.0,1570.0,9.7370534837,,,4.0,True
408,408,401635568,2024,6,regular,2024-10-06T02:30:00.000Z,False,True,False,True,,3831,California Memorial Stadium,25,California,fbs,ACC,38.0,"[7, 14, 14, 3]",0.7941413267896873,1537,1549.0,2390,Miami,fbs,ACC,39.0,"[7, 3, 8, 21]",0.2058586732103127,1834.0,1822.0,5.080224193,,,-1.0,True
409,409,401636887,2024,6,regular,2024-10-06T03:00:00.000Z,False,True,False,True,,3619,Arizona Stadium,12,Arizona,fbs,Big 12,22.0,"[3, 0, 13, 6]",0.1334925804268849,1694,1678.0,2641,Texas Tech,fbs,Big 12,28.0,"[7, 11, 0, 10]",0.8665074195731151,1628.0,1644.0,6.9843712378,,,-6.0,True
410,410,401640982,2024,7,regular,2024-10-08T23:00:00.000Z,False,True,False,True,,3992,Williams Stadium (VA),2335,Liberty,fbs,Conference USA,31.0,"[3, 14, 0, 7, 7]",0.9047516629611938,1589,1581.0,2229,Florida International,fbs,Conference USA,24.0,"[3, 7, 0, 14, 0]",0.0952483370388062,1257.0,1265.0,6.9751142566,,,7.0,True
417,417,401636892,2024,7,regular,2024-10-12T02:30:00.000Z,False,True,False,True,,3947,Mountain America Stadium,9,Arizona State,fbs,Big 12,27.0,"[6, 7, 7, 7]",0.9935560386041524,1511,1529.0,254,Utah,fbs,Big 12,19.0,"[6, 3, 7, 3]",0.0064439613958474,1607.0,1589.0,6.7368652973,,,8.0,True
421,421,401644743,2024,7,regular,2024-10-12T16:00:00.000Z,False,True,False,True,,3696,Dix Stadium,2309,Kent State,fbs,Mid-American,35.0,"[0, 7, 7, 21]",0.6066052948611376,922,928.0,2050,Ball State,fbs,Mid-American,37.0,"[10, 10, 7, 10]",0.3933947051388624,1091.0,1085.0,4.9770357306,,,-2.0,True
423,423,401635577,2024,7,regular,2024-10-12T16:00:00.000Z,False,True,False,True,,3787,Kenan Stadium,153,North Carolina,fbs,ACC,34.0,"[7, 7, 10, 10]",0.0302606571728753,1497,1489.0,59,Georgia Tech,fbs,ACC,41.0,"[7, 13, 7, 14]",0.9697393428271246,1568.0,1576.0,6.0512376645,,,-7.0,True
426,426,401628385,2024,7,regular,2024-10-12T16:00:00.000Z,False,True,False,True,,3657,Bryant-Denny Stadium,333,Alabama,fbs,SEC,27.0,"[7, 7, 0, 13]",0.5317165485267156,2014,2010.0,2579,South Carolina,fbs,SEC,25.0,"[0, 12, 7, 6]",0.4682834514732844,1654.0,1658.0,8.337485999,,,2.0,True
428,428,401635575,2024,7,regular,2024-10-12T19:30:00.000Z,False,True,False,True,,3752,Acrisure Stadium,221,Pittsburgh,fbs,ACC,17.0,"[7, 10, 0, 0]",0.4606979921188315,1512,1513.0,25,California,fbs,ACC,15.0,"[6, 3, 0, 6]",0.5393020078811684,1549.0,1548.0,7.8548971552,,,2.0,True
429,429,401643729,2024,7,regular,2024-10-12T19:30:00.000Z,False,True,False,True,,5388,Canvas Stadium,36,Colorado State,fbs,Mountain West,31.0,"[7, 7, 7, 10]",0.5713446702126063,1246,1277.0,23,San José State,fbs,Mountain West,24.0,"[7, 7, 0, 10]",0.4286553297873937,1594.0,1563.0,7.0620941823,,,7.0,True
430,430,401643732,2024,7,regular,2024-10-12T19:30:00.000Z,False,True,False,True,,3984,War Memorial Stadium,2751,Wyoming,fbs,Mountain West,24.0,"[7, 7, 3, 7]",0.0640185064838527,1286,1285.0,21,San Diego State,fbs,Mountain West,27.0,"[10, 7, 0, 10]",0.9359814935161472,1343.0,1344.0,10.4092775134,,,-3.0,True
431,431,401636895,2024,7,regular,2024-10-12T19:30:00.000Z,False,True,False,True,,3652,FBC Mortgage Stadium,2116,UCF,fbs,Big 12,13.0,"[0, 3, 7, 3]",0.9084805679531812,1510,1501.0,2132,Cincinnati,fbs,Big 12,19.0,"[3, 7, 3, 6]",0.0915194320468186,1529.0,1538.0,6.3428883403,,,-6.0,True
433,433,401628516,2024,7,regular,2024-10-12T19:30:00.000Z,False,True,False,True,,477,Los Angeles Memorial Coliseum,30,USC,fbs,Big Ten,30.0,"[7, 13, 3, 7, 0]",0.2083733791249196,1759,1763.0,213,Penn State,fbs,Big Ten,33.0,"[3, 3, 14, 10, 3]",0.7916266208750804,1901.0,1897.0,8.3940337001,,,-3.0,True
437,437,401643805,2024,7,regular,2024-10-12T19:30:00.000Z,False,True,False,True,,4246,Center Parc Stadium,2247,Georgia State,fbs,Sun Belt,14.0,"[0, 7, 0, 7]",0.0047358066010115,1325,1315.0,295,Old Dominion,fbs,Sun Belt,21.0,"[7, 0, 7, 7]",0.9952641933989884,1369.0,1379.0,6.2593362665,,,-7.0,True
439,439,401628511,2024,7,regular,2024-10-12T19:30:00.000Z,False,True,False,True,,3832,"Memorial Stadium (Champaign, IL)",356,Illinois,fbs,Big Ten,50.0,"[10, 14, 3, 16, 7]",0.3115410769519463,1551,1541.0,2509,Purdue,fbs,Big Ten,49.0,"[0, 3, 17, 23, 6]",0.6884589230480537,1214.0,1224.0,5.786479558,,,1.0,True
440,440,401635578,2024,7,regular,2024-10-12T19:30:00.000Z,False,True,False,True,,3923,Scott Stadium,258,Virginia,fbs,ACC,20.0,"[7, 0, 6, 7]",0.0374263414420022,1412,1424.0,97,Louisville,fbs,ACC,24.0,"[0, 7, 10, 7]",0.9625736585579976,1707.0,1695.0,6.6794409164,,,-4.0,True
442,442,401644746,2024,7,regular,2024-10-12T20:00:00.000Z,False,True,False,True,,3786,Kelly/Shorts Stadium,2117,Central Michigan,fbs,Mid-American,25.0,"[0, 0, 8, 17]",0.3825064856677301,1180,1189.0,195,Ohio,fbs,Mid-American,27.0,"[3, 21, 0, 3]",0.61749351433227,1414.0,1405.0,3.9729999858,,,-2.0,True
445,445,401628391,2024,7,regular,2024-10-12T23:00:00.000Z,False,True,False,True,,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,23.0,"[0, 0, 10, 7, 6]",0.7931088508179842,1947,1936.0,57,Florida,fbs,SEC,17.0,"[3, 0, 7, 7, 0]",0.2068911491820158,1537.0,1548.0,7.2760140012,,,6.0,True
446,446,401645343,2024,7,regular,2024-10-12T23:00:00.000Z,False,True,False,True,,3715,FAU Stadium,2226,Florida Atlantic,fbs,American Athletic,37.0,"[7, 20, 7, 3]",0.9641209152573772,1275,1280.0,249,North Texas,fbs,American Athletic,41.0,"[14, 3, 10, 14]",0.0358790847426229,1464.0,1459.0,8.8765236442,,,-4.0,True
447,447,401643730,2024,7,regular,2024-10-12T23:00:00.000Z,False,True,False,False,,3660,Valley Children's Stadium,278,Fresno State,fbs,Mountain West,17.0,"[7, 0, 7, 3]",0.4026740548379605,1518,1505.0,265,Washington State,fbs,Pac-12,25.0,"[13, 0, 3, 9]",0.5973259451620394,1550.0,1563.0,5.9016419656,,,-8.0,True
450,450,401645344,2024,7,regular,2024-10-12T23:00:00.000Z,False,True,False,True,,3895,Rice Stadium,242,Rice,fbs,American Athletic,29.0,"[0, 9, 14, 6]",0.6286843240968248,1219,1222.0,2636,UTSA,fbs,American Athletic,27.0,"[0, 10, 3, 14]",0.3713156759031751,1374.0,1371.0,7.4202433524,,,2.0,True
451,451,401628388,2024,7,regular,2024-10-12T23:30:00.000Z,False,True,False,True,,3958,Tiger Stadium (LA),99,LSU,fbs,SEC,29.0,"[0, 13, 3, 7, 6]",0.2668107688231212,1874,1875.0,145,Ole Miss,fbs,SEC,26.0,"[0, 17, 3, 3, 3]",0.7331892311768787,1906.0,1905.0,8.6586387449,,,3.0,True
452,452,401628515,2024,7,regular,2024-10-12T23:30:00.000Z,False,True,False,True,,3626,Autzen Stadium,2483,Oregon,fbs,Big Ten,32.0,"[6, 16, 0, 10]",0.182106615223062,1971,1975.0,194,Ohio State,fbs,Big Ten,31.0,"[7, 14, 7, 3]",0.817893384776938,2080.0,2076.0,8.0652480128,,,1.0,True
454,454,401643731,2024,7,regular,2024-10-12T23:30:00.000Z,False,True,False,False,,3816,Mackay Stadium,2440,Nevada,fbs,Mountain West,42.0,"[7, 7, 7, 21]",0.9836714649264696,1235,1257.0,204,Oregon State,fbs,Pac-12,37.0,"[7, 10, 7, 13]",0.0163285350735303,1609.0,1587.0,6.1530453858,,,5.0,True
455,455,401628387,2024,7,regular,2024-10-12T23:45:00.000Z,False,True,False,True,,3683,Kroger Field,96,Kentucky,fbs,SEC,13.0,"[0, 7, 0, 6]",0.3874286012685711,1686,1645.0,238,Vanderbilt,fbs,SEC,20.0,"[7, 7, 3, 3]",0.612571398731429,1359.0,1400.0,4.0517060383,,,-7.0,True
456,456,401635574,2024,7,regular,2024-10-13T00:00:00.000Z,False,True,False,True,,3670,Carter-Finley Stadium,152,NC State,fbs,ACC,17.0,"[0, 7, 0, 10]",0.9266980715866884,1473,1454.0,183,Syracuse,fbs,ACC,24.0,"[3, 7, 7, 7]",0.0733019284133117,1404.0,1423.0,3.9177136803,,,-7.0,True
457,457,401643804,2024,7,regular,2024-10-13T00:00:00.000Z,False,True,False,True,,3608,Allen E. Paulson Stadium,290,Georgia Southern,fbs,Sun Belt,24.0,"[3, 0, 0, 21]",0.1462174508244164,1370,1371.0,276,Marshall,fbs,Sun Belt,23.0,"[6, 10, 7, 0]",0.8537825491755835,1394.0,1393.0,5.549789888,,,1.0,True
459,459,401628514,2024,7,regular,2024-10-13T01:00:00.000Z,False,True,False,True,,1056,Rose Bowl,26,UCLA,fbs,Big Ten,17.0,"[7, 3, 0, 7]",0.7465767503234393,1453,1452.0,135,Minnesota,fbs,Big Ten,21.0,"[0, 0, 14, 7]",0.2534232496765607,1533.0,1534.0,7.5181060735,,,-4.0,True
460,460,401636894,2024,7,regular,2024-10-13T02:15:00.000Z,False,True,False,True,,3726,Folsom Field,38,Colorado,fbs,Big 12,28.0,"[7, 0, 7, 14]",0.1648418897123404,1479,1490.0,2306,Kansas State,fbs,Big 12,31.0,"[7, 7, 10, 7]",0.8351581102876595,1754.0,1743.0,5.4904680701,,,-3.0,True
464,464,401641010,2024,8,regular,2024-10-16T01:00:00.000Z,False,True,False,True,,3601,Aggie Memorial Stadium,166,New Mexico State,fbs,Conference USA,33.0,"[0, 10, 7, 7, 3, 6]",0.8718204039938436,1161,1164.0,2348,Louisiana Tech,fbs,Conference USA,30.0,"[0, 14, 0, 10, 3, 3]",0.1281795960061563,1288.0,1285.0,9.3626669943,,,3.0,True
