,Unnamed: 0,id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,pointsDifference,closeGame
87,87,401234600,2020,5,regular,2020-10-03T16:00:00.000Z,False,True,False,True,0.0,3752,Acrisure Stadium,221,Pittsburgh,fbs,ACC,29,"[7, 6, 7, 9]",0.7317392396027507,1518.0,1507.0,152,NC State,fbs,ACC,30,"[10, 7, 0, 13]",0.2682607603972493,1328.0,1339.0,8.5382404333,https://www.youtube.com/watch?v=MANHrUbC6Vk,,-1,True
88,88,401207141,2020,5,regular,2020-10-03T16:30:00.000Z,False,True,False,True,12547.0,3803,Legion Field,5,UAB,fbs,Conference USA,21,"[7, 7, 7, 0]",0.9954440458244104,1453.0,1452.0,2636,UTSA,fbs,Conference USA,13,"[3, 3, 0, 7]",0.0045559541755895,1227.0,1228.0,3.4063003904,https://www.youtube.com/watch?v=rVbxaqdDgQQ,,8,True
91,91,401234597,2020,5,regular,2020-10-03T19:30:00.000Z,False,True,False,True,0.0,3615,"Alumni Stadium (Chestnut Hill, MA)",103,Boston College,fbs,ACC,22,"[3, 13, 0, 6]",0.0066025164627718,1508.0,1511.0,153,North Carolina,fbs,ACC,26,"[14, 7, 3, 2]",0.9933974835372282,1663.0,1660.0,4.1123972836,https://www.youtube.com/watch?v=7MTIWWHdG4E,,-4,True
94,94,401212486,2020,5,regular,2020-10-03T19:30:00.000Z,False,True,False,True,7898.0,3735,Gerald J. Ford Stadium,2567,SMU,fbs,American Athletic,30,"[17, 7, 3, 3]",0.6341975578001239,1608.0,1610.0,235,Memphis,fbs,American Athletic,27,"[3, 17, 7, 0]",0.3658024421998761,1702.0,1700.0,10.0393442141,https://www.youtube.com/watch?v=rhgYKfhjveU,,3,True
98,98,401237097,2020,5,regular,2020-10-03T20:00:00.000Z,False,True,False,True,12000.0,3683,Kroger Field,96,Kentucky,fbs,SEC,41,"[14, 7, 7, 7, 6]",0.9463056122112484,1627.0,1622.0,145,Ole Miss,fbs,SEC,42,"[7, 7, 7, 14, 7]",0.0536943877887515,1542.0,1547.0,7.3354920286,https://www.youtube.com/watch?v=hnUAHlwQGe8,,-1,True
99,99,401234599,2020,5,regular,2020-10-03T20:00:00.000Z,False,True,False,True,0.0,3982,Wallace Wade Stadium,150,Duke,fbs,ACC,31,"[7, 0, 7, 17]",0.0534421149613881,1353.0,1361.0,259,Virginia Tech,fbs,ACC,38,"[7, 3, 14, 14]",0.9465578850386118,1645.0,1637.0,6.7209567322,https://www.youtube.com/watch?v=QvUXHUKQz6U,,-7,True
100,100,401207136,2020,5,regular,2020-10-03T20:00:00.000Z,False,True,False,True,5657.0,3715,FAU Stadium,2226,Florida Atlantic,fbs,Conference USA,21,"[0, 0, 21, 0]",0.5320232594098356,1685.0,1679.0,2429,Charlotte,fbs,Conference USA,17,"[10, 0, 0, 7]",0.4679767405901643,1373.0,1379.0,6.3515087519,https://www.youtube.com/watch?v=0vFkiVDi2nQ,,4,True
101,101,401207138,2020,5,regular,2020-10-03T21:00:00.000Z,False,True,False,True,6500.0,3725,"Johnny ""Red"" Floyd Stadium",2393,Middle Tennessee,fbs,Conference USA,17,"[0, 10, 0, 7]",0.4553707234781572,1228.0,1237.0,98,Western Kentucky,fbs,Conference USA,20,"[0, 10, 3, 7]",0.5446292765218428,1462.0,1453.0,6.227524124,https://www.youtube.com/watch?v=HqXDkrSKYVY,,-3,True
103,103,401215305,2020,5,regular,2020-10-03T23:00:00.000Z,False,True,False,True,6338.0,3817,Malone Stadium,2433,UL Monroe,fbs,Sun Belt,30,"[3, 14, 6, 7]",0.0038572884115582,1114.0,1128.0,290,Georgia Southern,fbs,Sun Belt,35,"[7, 14, 14, 0]",0.9961427115884418,1467.0,1453.0,3.4335208973,https://www.youtube.com/watch?v=F8sXsIGc8IA,,-5,True
107,107,401237094,2020,5,regular,2020-10-03T23:30:00.000Z,False,True,False,True,13564.0,3693,Davis Wade Stadium,344,Mississippi State,fbs,SEC,14,"[7, 0, 7, 0]",0.0054608471444246,1623.0,1581.0,8,Arkansas,fbs,SEC,21,"[7, 7, 7, 0]",0.9945391528555754,1292.0,1334.0,7.0631136004,https://www.youtube.com/watch?v=AtKCg5Ks2uA,,-7,True
108,108,401212531,2020,5,regular,2020-10-03T23:30:00.000Z,False,True,False,True,8874.0,3652,FBC Mortgage Stadium,2116,UCF,fbs,American Athletic,26,"[16, 7, 3, 0]",0.0955578224874487,1789.0,1739.0,202,Tulsa,fbs,American Athletic,34,"[2, 10, 13, 9]",0.9044421775125512,1410.0,1460.0,5.27841812,https://www.youtube.com/watch?v=dSUGJF4qkOE,,-8,True
109,109,401235999,2020,5,regular,2020-10-03T23:30:00.000Z,False,True,False,True,13724.0,3772,Jack Trice Stadium,66,Iowa State,fbs,Big 12,37,"[3, 10, 10, 14]",0.894251795408529,1623.0,1640.0,201,Oklahoma,fbs,Big 12,30,"[10, 7, 3, 10]",0.105748204591471,1756.0,1739.0,7.5507465157,https://www.youtube.com/watch?v=qWipeSpkpwQ,,7,True
114,114,401236005,2020,6,regular,2020-10-10T16:00:00.000Z,False,True,True,True,24000.0,499,Cotton Bowl,201,Oklahoma,fbs,Big 12,53,"[10, 7, 14, 0, 7, 7, 0, 8]",0.9862899561785524,1739.0,1763.0,251,Texas,fbs,Big 12,45,"[0, 17, 0, 14, 7, 7, 0, 0]",0.0137100438214475,1807.0,1783.0,8.6816042593,https://www.youtube.com/watch?v=R9uIdKv2VO4,,8,True
118,118,401237102,2020,6,regular,2020-10-10T16:00:00.000Z,False,True,False,True,24709.0,3795,Kyle Field,245,Texas A&M,fbs,SEC,41,"[7, 10, 7, 17]",0.6956081949459749,1603.0,1607.0,57,Florida,fbs,SEC,38,"[14, 7, 7, 10]",0.3043918050540251,1798.0,1794.0,7.8055267179,https://www.youtube.com/watch?v=plcpMgb_xFk,,3,True
119,119,401237105,2020,6,regular,2020-10-10T16:00:00.000Z,False,True,False,True,10013.0,3958,Tiger Stadium (LA),99,LSU,fbs,SEC,41,"[14, 10, 17, 0]",0.003230156157314,2004.0,1961.0,142,Missouri,fbs,SEC,45,"[14, 10, 14, 7]",0.996769843842686,1522.0,1565.0,7.0747603187,https://www.youtube.com/watch?v=fOgRjT5MtKk,,-4,True
121,121,401240114,2020,6,regular,2020-10-10T17:30:00.000Z,False,True,False,False,5344.0,3841,Michie Stadium,349,Army,fbs,FBS Independents,14,"[0, 7, 7, 0]",0.995437862150084,,,2643,The Citadel,fcs,Southern,9,"[3, 0, 0, 6]",0.0045621378499159,,,2.4772366655,https://www.youtube.com/watch?v=jFZl9VaPPfU,,5,True
123,123,401240997,2020,6,regular,2020-10-10T19:30:00.000Z,False,True,False,False,0.0,3801,LaVell Edwards Stadium,252,BYU,fbs,FBS Independents,27,"[0, 14, 7, 6]",0.9920596641589106,1842.0,1821.0,2636,UTSA,fbs,Conference USA,20,"[3, 0, 3, 14]",0.0079403358410894,1228.0,1249.0,2.297505086,https://www.youtube.com/watch?v=o7x6kQWhchY,,7,True
127,127,401236004,2020,6,regular,2020-10-10T20:00:00.000Z,False,True,False,True,12208.0,3616,Amon G. Carter Stadium,2628,TCU,fbs,Big 12,14,"[7, 0, 0, 7]",0.4773640029951037,1598.0,1588.0,2306,Kansas State,fbs,Big 12,21,"[6, 8, 7, 0]",0.5226359970048963,1637.0,1647.0,6.0663806318,https://www.youtube.com/watch?v=RtGVIyUosLc,,-7,True
128,128,401207143,2020,6,regular,2020-10-10T20:00:00.000Z,False,True,False,True,2213.0,218,FIU Stadium,2229,Florida International,fbs,Conference USA,28,"[7, 7, 14, 0]",0.3497522958286428,1383.0,1369.0,2393,Middle Tennessee,fbs,Conference USA,31,"[0, 17, 7, 7]",0.6502477041713571,1237.0,1251.0,8.9714024661,https://www.youtube.com/watch?v=xbYyJ2iAGnE,,-3,True
129,129,401237101,2020,6,regular,2020-10-10T20:00:00.000Z,False,True,False,True,17490.0,3785,Jordan-Hare Stadium,2,Auburn,fbs,SEC,30,"[10, 10, 0, 10]",0.1065892180387752,1759.0,1754.0,8,Arkansas,fbs,SEC,28,"[0, 12, 6, 10]",0.8934107819612248,1334.0,1339.0,4.5095264924,https://www.youtube.com/watch?v=rK19RFfBVVY,,2,True
130,130,401234603,2020,6,regular,2020-10-10T20:00:00.000Z,False,True,False,True,0.0,3615,"Alumni Stadium (Chestnut Hill, MA)",103,Boston College,fbs,ACC,31,"[3, 14, 7, 0, 7]",0.9066624131528792,1511.0,1512.0,221,Pittsburgh,fbs,ACC,30,"[7, 7, 7, 3, 6]",0.0933375868471206,1507.0,1506.0,10.9292246396,https://www.youtube.com/watch?v=5PtxXdmlKRk,,1,True
131,131,401212515,2020,6,regular,2020-10-10T22:00:00.000Z,False,True,False,True,4400.0,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,fbs,American Athletic,31,"[7, 14, 7, 3]",0.94553135476173,1382.0,1383.0,218,Temple,fbs,American Athletic,29,"[0, 10, 7, 12]",0.0544686452382701,1411.0,1410.0,6.0701392596,https://www.youtube.com/watch?v=XG5sYzloH2Y,,2,True
134,134,401207145,2020,6,regular,2020-10-10T23:30:00.000Z,False,True,False,True,7140.0,3776,Joe Aillet Stadium,2348,Louisiana Tech,fbs,Conference USA,21,"[7, 7, 0, 7]",0.7513263007840251,1478.0,1472.0,2638,UTEP,fbs,Conference USA,17,"[0, 7, 3, 7]",0.2486736992159749,1142.0,1148.0,5.0492498276,https://www.youtube.com/watch?v=PXbmio-RUjY,,4,True
140,140,401215311,2020,7,regular,2020-10-14T23:30:00.000Z,False,True,False,True,5585.0,3666,Cajun Field,309,Louisiana,fbs,Sun Belt,27,"[7, 6, 7, 7]",0.3078653943926275,1674.0,1654.0,324,Coastal Carolina,fbs,Sun Belt,30,"[7, 6, 7, 10]",0.6921346056073725,1440.0,1460.0,7.90648648,https://www.youtube.com/watch?v=RGx2NESc1ak,,-3,True
141,141,401215310,2020,7,regular,2020-10-15T23:30:00.000Z,False,True,False,True,5496.0,3625,Centennial Bank Stadium,2032,Arkansas State,fbs,Sun Belt,59,"[14, 14, 17, 14]",0.3174283317196541,1359.0,1369.0,2247,Georgia State,fbs,Sun Belt,52,"[7, 21, 14, 10]",0.6825716682803459,1360.0,1350.0,10.147175714,https://www.youtube.com/watch?v=Pp_wydzUEHQ,,7,True
142,142,401212487,2020,7,regular,2020-10-16T22:00:00.000Z,False,True,False,True,0.0,4729,Yulman Stadium,2655,Tulane,fbs,American Athletic,34,"[7, 10, 7, 10, 0]",0.152194349135035,1567.0,1565.0,2567,SMU,fbs,American Athletic,37,"[10, 7, 10, 7, 3]",0.847805650864965,1610.0,1612.0,9.9710737315,https://www.youtube.com/watch?v=Bc8pPj5sCYQ,,-3,True
144,144,401237109,2020,7,regular,2020-10-17T16:00:00.000Z,False,True,False,True,15766.0,3994,Williams-Brice Stadium,2579,South Carolina,fbs,SEC,30,"[0, 14, 13, 3]",0.8864010995935383,1562.0,1587.0,2,Auburn,fbs,SEC,22,"[9, 7, 3, 3]",0.1135989004064617,1754.0,1729.0,6.894726083,https://www.youtube.com/watch?v=-ydrIEwr6Lw,,8,True
150,150,401212548,2020,7,regular,2020-10-17T16:00:00.000Z,False,True,False,True,3500.0,3699,Dowdy-Ficklen Stadium,151,East Carolina,fbs,American Athletic,23,"[6, 7, 0, 10]",0.1136119113827121,1252.0,1254.0,2426,Navy,fbs,American Athletic,27,"[7, 6, 14, 0]",0.8863880886172878,1383.0,1381.0,5.645046822,https://www.youtube.com/watch?v=aGB59PoqcoQ,,-4,True
152,152,401212478,2020,7,regular,2020-10-17T16:00:00.000Z,False,True,False,True,782.0,3806,Lincoln Financial Field,218,Temple,fbs,American Athletic,39,"[10, 7, 9, 13]",0.68204054501596,1410.0,1408.0,58,South Florida,fbs,American Athletic,37,"[7, 14, 10, 6]",0.31795945498404,1184.0,1186.0,8.20112373,https://www.youtube.com/watch?v=Sx6s3vJAXzM,,2,True
155,155,401234613,2020,7,regular,2020-10-17T18:30:00.000Z,False,True,False,True,10182.0,3855,Notre Dame Stadium,87,Notre Dame,fbs,FBS Independents,12,"[6, 0, 6, 0]",0.8906860429536613,1907.0,1893.0,97,Louisville,fbs,ACC,7,"[0, 0, 7, 0]",0.1093139570463387,1391.0,1405.0,4.3503868575,https://www.youtube.com/watch?v=-IoZR7tsAik,,5,True
156,156,401239872,2020,7,regular,2020-10-17T19:30:00.000Z,False,True,False,False,10500.0,3975,Veterans Memorial Stadium (AL),2653,Troy,fbs,Sun Belt,31,"[14, 7, 7, 3]",0.9891519698997728,,,2198,Eastern Kentucky,fcs,OVC,29,"[7, 10, 0, 12]",0.0108480301002272,,,3.5419827481,https://www.youtube.com/watch?v=xwrtbLoEZlw,,2,True
157,157,401212537,2020,7,regular,2020-10-17T19:30:00.000Z,False,True,False,True,10554.0,3805,Simmons Bank Liberty Stadium,235,Memphis,fbs,American Athletic,50,"[7, 7, 15, 21]",0.161191094420577,1700.0,1702.0,2116,UCF,fbs,American Athletic,49,"[7, 20, 8, 14]",0.838808905579423,1739.0,1737.0,6.653379779,https://www.youtube.com/watch?v=3M9gQH0jEhU,,1,True
165,165,401234612,2020,7,regular,2020-10-17T23:30:00.000Z,False,True,False,True,18016.0,3697,Doak Campbell Stadium,52,Florida State,fbs,ACC,31,"[7, 24, 0, 0]",0.8714276056577172,1382.0,1387.0,153,North Carolina,fbs,ACC,28,"[0, 7, 14, 7]",0.1285723943422828,1678.0,1673.0,6.2430985796,https://www.youtube.com/watch?v=T46Ieqg7lLQ,,3,True
172,172,401238036,2020,8,regular,2020-10-24T00:00:00.000Z,False,True,False,False,11610.0,3803,Legion Field,5,UAB,fbs,Conference USA,20,"[3, 10, 7, 0]",0.6285813964859913,1502.0,1505.0,309,Louisiana,fbs,Sun Belt,24,"[0, 10, 7, 7]",0.3714186035140087,1654.0,1651.0,5.7715064582,https://www.youtube.com/watch?v=-TKpCRvWXlE,,-4,True
175,175,401237115,2020,8,regular,2020-10-24T16:00:00.000Z,False,True,False,True,15037.0,3974,Vaught-Hemingway Stadium,145,Ole Miss,fbs,SEC,28,"[0, 14, 7, 7]",0.1884186710941536,1513.0,1516.0,2,Auburn,fbs,SEC,35,"[7, 7, 7, 14]",0.8115813289058464,1729.0,1726.0,8.4747448708,https://www.youtube.com/watch?v=ciiImSB1754,,-7,True
190,190,401247296,2020,8,regular,2020-10-24T19:30:00.000Z,False,True,False,True,900.0,3907,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,24,"[7, 7, 0, 10]",0.1470242394705618,1492.0,1504.0,2294,Iowa,fbs,Big Ten,20,"[0, 17, 0, 3]",0.8529757605294381,1783.0,1771.0,9.3116167939,https://www.youtube.com/watch?v=gPRZCy6CXYs,,4,True
191,191,401247295,2020,8,regular,2020-10-24T19:30:00.000Z,False,True,False,True,995.0,3830,"Memorial Stadium (Bloomington, IN)",84,Indiana,fbs,Big Ten,36,"[0, 17, 0, 11, 8]",0.0006222082964822,1573.0,1581.0,213,Penn State,fbs,Big Ten,35,"[7, 0, 7, 14, 7]",0.9993777917035176,1827.0,1819.0,8.9551564453,https://www.youtube.com/watch?v=8XRtmrmqbnQ,,1,True
192,192,401236009,2020,8,regular,2020-10-24T19:30:00.000Z,False,True,False,True,14671.0,3646,Boone Pickens Stadium,197,Oklahoma State,fbs,Big 12,24,"[7, 7, 7, 3]",0.9478848546460078,1688.0,1689.0,66,Iowa State,fbs,Big 12,21,"[7, 0, 7, 7]",0.0521151453539922,1664.0,1663.0,6.3748015816,https://www.youtube.com/watch?v=PqLa1ipr5Hw,,3,True
194,194,401234623,2020,8,regular,2020-10-24T19:30:00.000Z,False,True,False,True,2135.0,3630,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,23,"[10, 7, 3, 3]",0.8413515358079066,1545.0,1562.0,259,Virginia Tech,fbs,ACC,16,"[0, 10, 3, 3]",0.1586484641920934,1673.0,1656.0,5.8129579494,https://www.youtube.com/watch?v=YngTpq71ohY,,7,True
195,195,401207158,2020,8,regular,2020-10-24T19:30:00.000Z,False,True,False,True,0.0,3895,Rice Stadium,242,Rice,fbs,Conference USA,34,"[6, 7, 6, 15, 0, 0]",0.5190408154222657,1307.0,1289.0,2393,Middle Tennessee,fbs,Conference USA,40,"[0, 14, 17, 3, 0, 6]",0.4809591845777343,1208.0,1226.0,9.9044467501,,,-6,True
198,198,401215317,2020,8,regular,2020-10-24T20:00:00.000Z,False,True,False,True,12000.0,3975,Veterans Memorial Stadium (AL),2653,Troy,fbs,Sun Belt,34,"[7, 14, 0, 13]",0.4069796294103651,1419.0,1412.0,2247,Georgia State,fbs,Sun Belt,36,"[7, 6, 20, 3]",0.5930203705896349,1350.0,1357.0,7.943235166,https://www.youtube.com/watch?v=hghoADRA6xQ,,-2,True
